지역코드,지역명,1층_임대시세_최근1분기,1층_임대시세_최근2분기,1층_임대시세_최근3분기,기타층_임대시세_최근1분기,기타층_임대시세_최근2분기,기타층_임대시세_최근3분기,연도,분기
11320710,방학3동,136036,162040,160247,96210,83247,93007,2024,2
11350,노원구,139348,137361,142752,85849,84439,87650,2024,2
11350560,월계1동,177608,151369,140798,77352,113990,121690,2024,2
11350570,월계2동,119060,135415,130272,47235,50220,45604,2024,2
11350580,월계3동,141769,176532,169844,67740,70113,74858,2024,2
11350595,공릉1동,110967,111803,111637,61083,73236,70855,2024,2
11350600,공릉2동,132493,128536,146480,89720,77736,74517,2024,2
11350611,하계1동,105010,112058,119495,73940,80389,80841,2024,2
11350612,하계2동,179540, , ,105594,81322,76227,2024,2
11350619,중계본동,116771,124056,156661,62439,67138,79567,2024,2
11350621,중계1동,195133,172546,175858,79869,77205,106901,2024,2
11350624,중계4동,148826,148058,151320,76259,74949,70933,2024,2
11350625,중계2·3동,184560,211959,205001,99723,85301,87112,2024,2
11350630,상계1동,120891,122302,124245,57459,56874,65775,2024,2
11350640,상계2동,156360,144581,157251,116006,122949,128520,2024,2
11350665,상계3·4동,88320,103892,108701,208892,151056,128906,2024,2
11350670,상계5동,115862,114199,112933,59886,58549,64555,2024,2
11350695,상계6·7동,185633,173351,203995,94720,85139,79741,2024,2
11350700,상계8동,208671,188415,150463,91255,85044,88369,2024,2
11350710,상계9동,149214,172826,206033,105602,103860,109700,2024,2
11350720,상계10동,212947,254998,224666,68616,59148,63778,2024,2
11380,은평구,111113,113205,116360,77353,87799,85123,2024,2
11380510,녹번동,102371,99735,100425,93999,103978,89240,2024,2
11380520,불광1동,111332,129474,142201,63071,68262,77198,2024,2
11380530,불광2동,88550,96301,104315,82681,92347,98410,2024,2
11380551,갈현1동,114822,118320,117068,56546,70203,70819,2024,2
11380552,갈현2동,115074,125219,133770,66949,87790,87391,2024,2
11380560,구산동,97006,101599,101468,49338,55659,59534,2024,2
11380570,대조동,129673,113545,122133,108933,114221,97707,2024,2
11380580,응암1동,130640,127689,127320,64046,68536,67718,2024,2
11380590,응암2동,106557,88835,105190,78546,122710,122438,2024,2
11380600,응암3동,105140,108710,107447,60328,46487,54788,2024,2
11380625,역촌동,92323,95875,99302,66853,80214,77778,2024,2
11380631,신사1동,120897,141408,141060,62616,82038,76642,2024,2
11380632,신사2동,113999,106548,94915,43055,86381,87836,2024,2
11380640,증산동,89543,95379,91264,65705,57628,79853,2024,2
11380650,수색동,62705, ,102623, ,97712,97174,2024,2
11380690,진관동,144494,139020,135824,98738,110864,107986,2024,2
11410,서대문구,147396,153042,140348,132903,135804,129292,2024,2
11410520,천연동,206984,168294,151558,43520,62568,72059,2024,2
11410555,북아현동,115500,132701,109049,130919,130108,117736,2024,2
11410565,충현동,137751,158836,153495,139808,157453,147059,2024,2
11410585,신촌동,212643,233692,196979,134998,124037,130461,2024,2
11410615,연희동,119517,125954,131373,142418,136485,111061,2024,2
11410620,홍제1동,174936,165018,177015,59662,97236,103180,2024,2
11410640,홍제3동,127268,138360,99322,74220,53668,57037,2024,2
11410655,홍제2동,78561,65068,74868,139889,135707,129838,2024,2
11410660,홍은1동,86417,81809,80486,191176,227339,174967,2024,2
11410685,홍은2동,111542,107727,110199,152055,175979,162124,2024,2
11410690,남가좌1동,147355,164788,165422,85396,96696,68376,2024,2
11410700,남가좌2동,167802,179045,177115,181169,138442,140991,2024,2
11410710,북가좌1동,132743,138273,163206,104314,154134,104608,2024,2
11410720,북가좌2동,103945,106818,96020,113501,154074,149265,2024,2
11440,마포구,157639,161326,168276,118686,120445,119886,2024,2
11440555,아현동,129945,159478,186562,120950,135914,116162,2024,2
11440565,공덕동,138769,148904,161404,136883,117891,128535,2024,2
11440585,도화동,166739,198403,205025,73077,80309,88513,2024,2
11440590,용강동,172513,179571,217202,116423,134914,124751,2024,2
11440600,대흥동,169696,181952,176609,75061,77703,82489,2024,2
11440610,염리동,177947,172305,166861, , ,91648,2024,2
11440630,신수동,120252,114569,106965,183049,177509,159505,2024,2
11440655,서강동,163022,162940,165851,113617,138454,123090,2024,2
11440660,서교동,179698,180636,182271,140727,136350,135060,2024,2
11440680,합정동,164523,169923,180167,90958,81532,90099,2024,2
11440690,망원1동,171658,177236,182919,108786,110330,106777,2024,2
11440700,망원2동,135475,136413,169377,75048,67384,68432,2024,2
11440710,연남동,147452,143273,145950,122289,125864,126418,2024,2
11440720,성산1동,103080,94094,97998,113962,118490,127609,2024,2
11440730,성산2동,140371,142795,141739,113781,65700,66315,2024,2
11440740,상암동,174134,185113,175851,91552,132324,137651,2024,2
11470,양천구,131464,128388,129875,96868,96427,86542,2024,2
11470510,목1동,188167,176665,187190,94148,84777,81899,2024,2
11470520,목2동,105654,112534,120757,113404,106408,96812,2024,2
11470530,목3동,131541,129943,127761,122555,141567,119287,2024,2
11470540,목4동,105367,110898,114756,90740,99065,77634,2024,2
11470550,목5동,222427,227319,232079,103661,100908,89696,2024,2
11470560,신월1동,114592,117774,118155,68196,65333,91812,2024,2
11470570,신월2동,85134,83966,81801,116115,113249,67704,2024,2
11470580,신월3동,84552,71297,67950,160013,147289,34549,2024,2
11470590,신월4동,142646,118885,102998,105545,107636,86995,2024,2
11470600,신월5동,101003,102645,83788,78008,71961,70719,2024,2
11470610,신월6동,154366,123434,116549,88390,92467,91255,2024,2
11470611,신월7동,96721,104745,83601,88972,86321,41194,2024,2
11470620,신정1동,138717,144108,122247,60775,63532,63100,2024,2
11470630,신정2동,110947,111078,106873,94546,93875,91238,2024,2
11470640,신정3동,149189,133744,157397,59028,83137,82874,2024,2
11470650,신정4동,138414,132205,134888,121234,112464,103164,2024,2
11470670,신정6동,161629,165749,170394,85803,84668,89097,2024,2
11470680,신정7동,168714,105986,125891,76494,89171,97881,2024,2
11500,강서구,147752,150478,155766,103790,103571,103446,2024,2
11500510,염창동,138139,142907,159916,79615,70548,71622,2024,2
11500520,등촌1동,140633,143431,157493,95724,108966,114432,2024,2
11500530,등촌2동,153695,134604,143831,117105,94833,77720,2024,2
11500535,등촌3동,145595,155036,154571,81917,83536,86282,2024,2
11500540,화곡1동,122950,135433,140243,115682,94102,106995,2024,2
11500550,화곡2동,121392,123727,94258,152770,160830,126435,2024,2
11500560,화곡3동,114915,132026,131020,103199,75988,90480,2024,2
11500570,화곡4동,111912,121589,122177,52890,59936,65064,2024,2
11500590,화곡본동,137349,131268,129444,94961,100691,97439,2024,2
11500591,화곡6동,144832,164111,149551,84412,83881,83532,2024,2
11500593,화곡8동,125708,126941,136722,65161,109978,147964,2024,2
11500603,가양1동,221027,225077,234594,118619,116869,114410,2024,2
11500604,가양2동, , , ,102461,100964,95958,2024,2
11500605,가양3동, , , ,102617,108802,126492,2024,2
11500611,발산1동,168628,169556,179739,105587,107699,102756,2024,2
11500615,우장산동,111653,101441,107100,68761,95825,105997,2024,2
11500620,공항동,127117,131687,124053,108317,100326,100471,2024,2
11500630,방화1동,125791,116287,137858,105191,100332,107994,2024,2
11500640,방화2동,92955,102874,97899,120910,107649,89942,2024,2
11500641,방화3동,154480,161810,169680,67233,98186,90764,2024,2
11530,구로구,146797,149570,149241,119365,120675,112497,2024,2
11530510,신도림동,172867,171083,161574,167714,165136,151288,2024,2
11530520,구로1동,203309,193181,156147,83631,113467,129448,2024,2
11530530,구로2동,136738,140693,128389,108748,96123,96411,2024,2
11530540,구로3동,206170,238362,229851,139504,138120,127019,2024,2
11530550,구로4동,133104,136177,126447,125308,127010,121671,2024,2
11530560,구로5동,138920,125776,151576,108663,115074,107357,2024,2
11530595,가리봉동,135133,112538,124848,100547,102440,130166,2024,2
11530720,고척1동,123536,119590,112649,76547,106600,91195,2024,2
11530730,고척2동,97814,102981,99077,93710,98118,81398,2024,2
11530740,개봉1동,129637,128685,137023,100423,117407,104532,2024,2
11530750,개봉2동,134114,98651,114019,149861,147214,142010,2024,2
11530760,개봉3동,94362,95247,98960,156619,185626,80626,2024,2
11530770,오류1동,164295,181860,185321,105424,122715,103632,2024,2
11530780,오류2동,162869,157605,178187,130343,132853,129619,2024,2
11530790,수궁동,107910,126950,124701,161098,153490,143080,2024,2
11530800,항동,216036,218281,223020,110209,121983,120390,2024,2
11545,금천구,128991,136636,138293,82448,84699,93334,2024,2
11545510,가산동,163674,171974,169205,91781,94643,106925,2024,2
11545610,독산1동,107193,119317,137865,93988,88005,82246,2024,2
11545620,독산2동,86423,87442,102132,36742,37622,36447,2024,2
11545630,독산3동,93784,98758,95585,72446,52062,57546,2024,2
11545640,독산4동,131221,141078,137298,53375,41987,45187,2024,2
11545670,시흥1동,143045,155831,155444,64463,67433,57420,2024,2
11545680,시흥2동, , , ,60905, ,40177,2024,2
11545690,시흥3동,114536,113025,102927,50011,60796,78838,2024,2
11545700,시흥4동,113004,99593,79787, ,90916,90916,2024,2
11545710,시흥5동,111058,97636,102211,63648,66948,73315,2024,2
11560,영등포구,133304,131932,129352,100487,105551,103093,2024,2
11560515,영등포본동,119218,98596,97770,97143,115030,100695,2024,2
11560535,영등포동,141832,139943,146381,102941,100865,94029,2024,2
11560540,여의동,220293,235521,224605,108015,110229,110832,2024,2
11560550,당산1동,122403,127243,121290,91517,102229,89970,2024,2
11560560,당산2동,155716,154343,150108,100766,105187,108038,2024,2
11560585,도림동,111303,109124,105159,99483,84878,71887,2024,2
11560605,문래동,111648,118175,113842,99309,107255,117785,2024,2
11560610,양평1동,157214,116810,109317,127098,168072,158346,2024,2
11560620,양평2동,113019,111413,119523,108891,125209,124005,2024,2
11560630,신길1동,123858,116278,92908,67978,71808,54911,2024,2
11560650,신길3동,89215,89853,95647,62849,74779,81484,2024,2
11560660,신길4동,100100,105385,99245,128697,107887,124671,2024,2
11560670,신길5동,112448,118496,108828,61380,70890,66179,2024,2
11560680,신길6동,120370,108006,132160,71238,67875,121060,2024,2
11560690,신길7동,122553,117375,118733,151614,156660,132733,2024,2
11560700,대림1동,103277,97579,92958,79463,91402,91350,2024,2
11560710,대림2동,150763,123015,113456,70510,62432,57236,2024,2
11560720,대림3동,112557,110747,99184,75524,63731,55072,2024,2
11590,동작구,181717,179717,175471,101105,102420,106323,2024,2
11590510,노량진1동,199544,188307,169045,95650,90926,99575,2024,2
11590520,노량진2동,310776,300440,295771,140247,139116,138806,2024,2
11590530,상도1동,155337,158085,150618,99605,86412,85286,2024,2
11590540,상도2동,187371,182797,175891,101692,100611,85806,2024,2
11590550,상도3동,145993,162264,173090,94273,88832,81775,2024,2
11590560,상도4동,119106,111038,107463,70559,85011,110551,2024,2
11590605,흑석동,173064,162486,156266,92521,108149,125682,2024,2
11590620,사당1동,150052,149264,150635,81841,93694,116553,2024,2
11590630,사당2동,191340,207435,191353,114522,126569,122448,2024,2
11590640,사당3동,107920,113244,121465,91842,89439,81672,2024,2
11590650,사당4동,247865,232700,190217,140558,162074,228377,2024,2
11590651,사당5동,121506,110503,118853,73195,78182,135011,2024,2
11590660,대방동,118153,131059,137373,97554,84766,99702,2024,2
11590670,신대방1동,114869,114396,114329,68751,77476,75217,2024,2
11590680,신대방2동,181678,189776,215302,89201,95644,87332,2024,2
11620,관악구,142998,142865,140018,91963,89302,98289,2024,2
11620525,보라매동,117940,136467,131434,103146,76829,67471,2024,2
11620545,청림동,139653,142175,122080, ,52014,58131,2024,2
11620565,성현동,119425,132278,127621,196440,70007,73272,2024,2
11620575,행운동,154538,148767,139685,149427,140599,132465,2024,2
11620585,낙성대동,196192,173038,179451,72260,89156,101791,2024,2
11620595,청룡동,144810,145593,165883,109564,120909,112512,2024,2
11620605,은천동,153825,146750,137104,48951,53156,56746,2024,2
11620615,중앙동,138563,130973,134789,60636,59630,62680,2024,2
11620625,인헌동,152283,137467,131038,65211,70210,84920,2024,2
11620630,남현동,153702,149531,101342,188001,145729,140057,2024,2
11620645,서원동,233062,222942,197994,119576,168465,143920,2024,2
11620655,신원동,138924,138888,139148,32883,44005,116766,2024,2
11620665,서림동,85771,93303,92523,78675,56583,165354,2024,2
11620685,신사동,117701,130577,130506,86029,76135,77704,2024,2
11620695,신림동,177813,205360,205777,96819,79791,94139,2024,2
11620715,난향동,87537,78932,50548, , ,46285,2024,2
11620725,조원동,114655,114146,106928,62602,58235,84151,2024,2
11620735,대학동,139950,135233,148228,55766,59264,52743,2024,2
11620745,삼성동,73429,60140,67769, ,114194,103078,2024,2
11620765,미성동,96888,90126,96557,89680,75315,106084,2024,2
11620775,난곡동,108459,109836,105052,63890,78813,90259,2024,2
11650,서초구,155598,152663,157421,116330,120611,127233,2024,2
11650510,서초1동,134751,145820,155594,131483,117891,110259,2024,2
11650520,서초2동,215355,246414,224859,148038,165459,165778,2024,2
11650530,서초3동,152268,148970,150628,116049,118071,121392,2024,2
11650531,서초4동,258416,229941,245148,164912,156314,145837,2024,2
11650540,잠원동,131902,128592,132872,94085,87553,100099,2024,2
11650550,반포본동, , , , , , ,2024,2
11650560,반포1동,199032,172244,163839,121268,120647,110045,2024,2
11650570,반포2동, , , ,218412,207059,247391,2024,2
11650580,반포3동, ,259326,250532,115831,138306,175380,2024,2
11650581,반포4동,233275,231412,223511,118985,114230,137549,2024,2
11650590,방배본동,126417,128514,146753,80420,76628,78612,2024,2
11650600,방배1동,156569,158512,167888,92264,99434,114350,2024,2
11650610,방배2동,120206,116645,125464,108731,96157,97633,2024,2
11650620,방배3동,156893,150718,143593,87276,71980,68518,2024,2
11650621,방배4동,131794,139138,136401,80055,100507,97673,2024,2
11650651,양재1동,141146,132084,145726,117971,104491,105601,2024,2
11650652,양재2동,136335,124809,113162,86684,117401,135141,2024,2
11650660,내곡동,76926,112652,136082,107635,104584,160167,2024,2
11680,강남구,181426,186924,199480,160876,164007,162554,2024,2
11680510,신사동,170259,168610,180804,137110,128553,133231,2024,2
11680521,논현1동,199044,191970,205202,121064,142493,161758,2024,2
11680531,논현2동,161453,144072,172159,124287,137269,160802,2024,2
11680545,압구정동,243504,315725,255426,136311,130360,122440,2024,2
11680565,청담동,168898,170221,261560,187348,178914,165438,2024,2
11680580,삼성1동,115349,140688,156496,312887,292721,268319,2024,2
11680590,삼성2동,160802,206625,248137,195145,197199,148439,2024,2
11680600,대치1동,278465, , ,121826,121826,180757,2024,2
11680610,대치2동,218055,206194,246576,156920,153469,162781,2024,2
11680630,대치4동,184079,182501,214321,136619,136352,143077,2024,2
11680640,역삼1동,186974,193530,198838,167135,178911,177019,2024,2
11680650,역삼2동,178337,217215,223828,167211,176776,169050,2024,2
11680655,도곡1동,143436,149681,154251,119203,202674,242246,2024,2
11680656,도곡2동,241539,216333,192043,196922,170821,140451,2024,2
11680660,개포1동, , , , , , ,2024,2
11680670,개포2동,128944,138916,119525,203871,248590,295308,2024,2
11680690,개포4동,123464,114664,106712,77635,74803,108179,2024,2
11680700,세곡동,158681,175012,205322,84337,90919,105292,2024,2
11680720,일원본동, , , , , , ,2024,2
11680730,일원1동,112162,114366, ,76634,77516,53745,2024,2
11680740,일원2동, , , ,175003,175467,149906,2024,2
11680750,수서동,166313,188477, ,179944,181800,213139,2024,2
11710,송파구,153807,151091,153919,103946,103025,108050,2024,2
11710510,풍납1동,134567,119006,119311, ,43671,68215,2024,2
11710520,풍납2동,125123,126758,113858,49667,52872,51667,2024,2
11710531,거여1동,115156,177365,188449,50200,79884,74711,2024,2
11710532,거여2동,218828,204365,189274,87856,90450,95313,2024,2
11710540,마천1동,81689,82932,90118,78423,52969,63431,2024,2
11710550,마천2동,161171,156983,145311,159181,154956,124441,2024,2
11710561,방이1동,109180,129420,142384,91204,68067,96524,2024,2
11710562,방이2동,159794,147230,153351,113185,115151,113746,2024,2
11710566,오륜동, ,335204,335333, , , ,2024,2
11710570,오금동,120838,102366,97763,64979,53209,59782,2024,2
11710580,송파1동,127798,134424,142900,89983,67164,66307,2024,2
11710590,송파2동,134362,134689,124657,66759,70066,96651,2024,2
11710600,석촌동,157154,146061,160267,94566,88361,93718,2024,2
11710610,삼전동,152116,143879,138049,104430,78733,81098,2024,2
11710620,가락본동,167325,146661,133034,95112,86867,97247,2024,2
11710631,가락1동,91865,80259,107915,166055,176943,179117,2024,2
11710632,가락2동,121008,119306,119365,67053,60622,50911,2024,2
11710641,문정1동,115939,103433,100411,58848,73883,85977,2024,2
11710642,문정2동,197637,189901,195984,102591,103196,106958,2024,2
11710646,장지동,153581,161458,167497,60580,54337,60456,2024,2
11710647,위례동,192142,191622,189987,82325,84160,89281,2024,2
11710650,잠실본동,169182,175667,171377,86811,98164,97691,2024,2
11710670,잠실2동,438700,420195,412407,266508,238215,215273,2024,2
11710680,잠실3동,189978,188272,289553,194620,207584,212266,2024,2
11710690,잠실4동, , , , , ,200608,2024,2
11710710,잠실6동,191668,177708,207500,169643,175076,161244,2024,2
11710720,잠실7동, , , , , , ,2024,2
11740,강동구,141144,143182,140386,101006,101556,97985,2024,2
11740515,강일동,222807,213914,201817,101858,94089,87068,2024,2
11740520,상일동,145850,139061,139345,116736,153952,189428,2024,2
11740530,명일1동,144294,162156,150706,89893,103472,100557,2024,2
11740540,명일2동,221074,203897,167823,83938,84266,96449,2024,2
11740550,고덕1동,182514,127567,133568,91538,78122,108680,2024,2
11740560,고덕2동,170263,183695,186486,154829,173850,149372,2024,2
11740570,암사1동,131520,141281,133310,74104,78537,60956,2024,2
11740580,암사2동,114207,230672,216442,90653,104245,95326,2024,2
11740590,암사3동,161717,214964,180288,226420,197161,156305,2024,2
11740600,천호1동,110054,108525,101171,111213,91949,83124,2024,2
11740610,천호2동,138249,138807,138671,84122,84101,95877,2024,2
11740620,천호3동,149435,131325,136581,110215,119463,103593,2024,2
11740640,성내1동,113167,117154,120784,79782,75561,81606,2024,2
11740650,성내2동,131276,135368,138906,116771,130055,110612,2024,2
11740660,성내3동,146159,155243,131230,91982,102890,106118,2024,2
11740685,길동,135284,131765,140377,85404,81119,80584,2024,2
11740690,둔촌1동, , , , , , ,2024,2
11740700,둔촌2동,110154,101420,122431,78633,77526,70754,2024,2
11,서울시 전체,151022,150596,150268,122196,121547,120113,2024,3
11110,종로구,236942,230674,223395,168539,160559,156781,2024,3
11110515,청운효자동,192600,188588,201922,116464,115520,111876,2024,3
11110530,사직동,219383,235516,219567,139232,132729,116110,2024,3
11110540,삼청동,162297,153171,172621, , , ,2024,3
11110550,부암동,126320,115405,101387, ,80929,95622,2024,3
11110560,평창동,120897,83479,82149,117665,119522,85159,2024,3
11110570,무악동, , ,139803, , , ,2024,3
11110580,교남동,163590,215432,218656, ,152824,160048,2024,3
11110600,가회동,213749,233527,223593,108245,110071,114141,2024,3
11110615,종로1·2·3·4가동,275990,269591,260361,128763,130688,130761,2024,3
11110630,종로5·6가동,283103,273313,257553,310570,281611,258974,2024,3
11110640,이화동,206261,178429,150927,109321,105291,91662,2024,3
11110650,혜화동,160981,159892,160932,93047,91260,91392,2024,3
11110670,창신1동,279995,262631,288535,114282,127691,154246,2024,3
11110680,창신2동,102406,105489,105343,62018,76719,87928,2024,3
11110690,창신3동, ,214241,275360, , , ,2024,3
11110700,숭인1동,141196,183505,137967,75865,58548,54141,2024,3
11110710,숭인2동,208571,205581,192147,78955,111597,140807,2024,3
11140,중구,284099,282431,279830,259327,256317,250651,2024,3
11140520,소공동,201207,259429,275172,191543,197948,198399,2024,3
11140540,회현동,406081,415033,458125,269944,259994,244189,2024,3
11140550,명동,366195,348130,276176,188867,197684,205015,2024,3
11140570,필동,182886,167104,183801,169603,145459,131406,2024,3
11140580,장충동,172018,181947,193857,248806,220594,171760,2024,3
11140590,광희동,244378,243697,247745,224629,238384,241273,2024,3
11140605,을지로동,279190,273859,266970,131409,125725,126851,2024,3
11140615,신당동,339010,358287,356474,426436,419225,413548,2024,3
11140625,다산동,166576,132972,154472,192313,188244,165040,2024,3
11140635,약수동,276165,258863,205672,239440,210266,144457,2024,3
11140645,청구동,198023,221091,205763,143155,210803,275426,2024,3
11140650,신당5동,236383,209535,191964,185948,163283,151477,2024,3
11140665,동화동,205315,196110,204862,268427,288365,272315,2024,3
11140670,황학동,184276,178275,167744,233299,216517,213845,2024,3
11140680,중림동,321015,293075,259142,173242,143638,154052,2024,3
11170,용산구,147956,140285,139726,111342,109845,103542,2024,3
11170510,후암동,106700,104174,107881,84492,92745,88472,2024,3
11170520,용산2가동,115063,100775,99172,77963,81404,75800,2024,3
11170530,남영동,151136,135226,136935,155363,128788,109129,2024,3
11170555,청파동,126336,132718,134867,114540,125940,115400,2024,3
11170560,원효로1동,122041,118206,111925,78088,74206,74126,2024,3
11170570,원효로2동,93473,91280,85333,72431,70090,70012,2024,3
11170580,효창동,141721,132745,141280,229831,180155,147595,2024,3
11170590,용문동,131335,129704,146525,101956,55734,68361,2024,3
11170625,한강로동,166337,159589,161791,112931,113494,103549,2024,3
11170630,이촌1동,310242,289792,270462,171921,163014,131815,2024,3
11170640,이촌2동,106449,100696,76934,131668,158241,121581,2024,3
11170650,이태원1동,203205,207415,165145,138836,139844,135248,2024,3
11170660,이태원2동,169327,138389,149657,94857,104338,113130,2024,3
11170685,한남동,169292,184392,205242,113494,109625,115788,2024,3
11170690,서빙고동,80201,73772,55361,76434,75746,104325,2024,3
11170700,보광동,110384,123378,110413,60688,56609,53201,2024,3
11200,성동구,173475,146129,146901,158955,126364,121309,2024,3
11200520,왕십리2동,137951,130820,141612,148004,86376,70532,2024,3
11200535,왕십리도선동,183679,146471,160621,185718,161737,147365,2024,3
11200540,마장동,159594,145989,142525,118943,80994,77446,2024,3
11200550,사근동,209579,173134,174935,177729,112263,98610,2024,3
11200560,행당1동,134499,149185,172940,159913,149262,172349,2024,3
11200570,행당2동,244717,148251,150654,118996,122558,115889,2024,3
11200580,응봉동,115638,83923,86768,147000,127748,48189,2024,3
11200590,금호1가동,129505,124262,110405,173001,118729,80359,2024,3
11200615,금호2·3가동,128341,133331,133252,154609,112021,83111,2024,3
11200620,금호4가동,161556,145033,172345,163107,115180,120654,2024,3
11200645,옥수동,236139,129446,146156,155254,127075,120581,2024,3
11200650,성수1가1동,198085,126870,118336,138004,105427,112012,2024,3
11200660,성수1가2동,218917,173067,162191,202491,153434,151015,2024,3
11200670,성수2가1동,146525,104526,102300,135654,94687,80177,2024,3
11200690,성수2가3동,195702,174334,166651,160848,140907,149168,2024,3
11200720,송정동,127614,113022,111919,156945,78168,90319,2024,3
11200790,용답동,150617,170628,186429,79676,72945,51709,2024,3
11215,광진구,126060,127395,128558,86395,85092,83885,2024,3
11215710,화양동,163338,160351,164646,115703,141203,135024,2024,3
11215730,군자동,122826,126967,120495,108333,92883,81314,2024,3
11215740,중곡1동,98961,100645,105686,82425,68918,66918,2024,3
11215750,중곡2동,91700,92350,98410,61695,62828,52943,2024,3
11215760,중곡3동,97729,103976,106409,57616,50209,44616,2024,3
11215770,중곡4동,153889,138028,137206,80086,69851,78179,2024,3
11215780,능동,120762,137147,153656,94414,90122,92258,2024,3
11215810,광장동,157460,169746,173110,81699,87265,87254,2024,3
11215820,자양1동,118125,116094,111637,60235,56446,55691,2024,3
11215830,자양2동,101816,106683,109528,66365,63627,62357,2024,3
11215840,자양3동,129689,132025,141081,78363,85468,76346,2024,3
11215847,자양4동,142044,137849,142993,73699,71719,79860,2024,3
11215850,구의1동,134102,128292,118244,83486,77185,74200,2024,3
11215860,구의2동,143677,132907,123678,81457,81981,88926,2024,3
11215870,구의3동,121350,143766,155674,101555,97129,101144,2024,3
11230,동대문구,117713,115398,112080,64429,67878,73666,2024,3
11230536,용신동,119433,114112,105762,66842,69626,68015,2024,3
11230545,제기동,139109,129820,119903,61775,74860,80947,2024,3
11230560,전농1동,105848,102139,91516,56479,62782,69776,2024,3
11230570,전농2동,104033,73140,82293,63179,65003,64323,2024,3
11230600,답십리1동,141034,154089,144374,86577,75110,89233,2024,3
11230610,답십리2동,103071,98135,95001,49050,52354,65770,2024,3
11230650,장안1동,109573,114200,109489,72948,73847,90984,2024,3
11230660,장안2동,103744,104151,106374,56690,56983,55366,2024,3
11230705,청량리동,92460,97509,103110,56098,58070,51663,2024,3
11230710,회기동,124183,119745,126293,58471,85251,91518,2024,3
11230720,휘경1동,138778,131827,116694,62033,73442,103488,2024,3
11230730,휘경2동,101186,96603,98878,74401,79080,78685,2024,3
11230740,이문1동,135371,148440,163045,54293,52138,51800,2024,3
11230750,이문2동,131952,121698,105680,60526,62097,48301,2024,3
11260,중랑구,106311,105403,105518,72529,72986,66095,2024,3
11260520,면목2동,96736,91807,86640,45043,48596,54540,2024,3
11260540,면목4동,70766,74777,66651,55236,54888,50900,2024,3
11260550,면목5동,89668,87177,92019,48594,53342,49841,2024,3
11260565,면목본동,123128,122825,117959,69436,65718,47679,2024,3
11260570,면목7동,103393,110649,104116,44227,53998,52997,2024,3
11260575,면목3·8동,104270,100326,99829,53405,56028,66947,2024,3
11260580,상봉1동,89679,109233,113131,85374,87641,97330,2024,3
11260590,상봉2동,135249,126071,124112,83008,81508,74782,2024,3
11260600,중화1동,81453,79440,77547,55109,42209,40970,2024,3
11260610,중화2동,117223,113369,116248,57397,55445,59201,2024,3
11260620,묵1동,111498,109203,114864,100498,96743,85508,2024,3
11260630,묵2동,92461,87441,85283,150974,145917,118417,2024,3
11260655,망우본동,110766,114811,112654,64610,67311,66928,2024,3
11260660,망우3동,69153,74122,77161,51782,62174,59527,2024,3
11260680,신내1동,110909,117958,120857,67676,68439,54237,2024,3
11260690,신내2동,124335,125045,134311,116226,101347,82979,2024,3
11290,성북구,126422,126437,127637,96680,96983,92367,2024,3
11290525,성북동,108697,128561,125921,87697,87329,80708,2024,3
11290555,삼선동,141436,141186,150785,81743,85855,91308,2024,3
11290575,동선동,149039,149652,161971,148363,136156,102204,2024,3
11290580,돈암1동, , , , ,43810,46270,2024,3
11290590,돈암2동, , ,111282,115058,140423,103885,2024,3
11290600,안암동,124117,128338,136529,56032,59743,63111,2024,3
11290610,보문동,105987,109509,119686,51739,67907,73093,2024,3
11290620,정릉1동,99423,105868,90475,102606,107587,92565,2024,3
11290630,정릉2동,111211,114283,97733,230821,255370,209491,2024,3
11290640,정릉3동,105891,117549,107105, ,82065, ,2024,3
11290650,정릉4동,97488,103979,126154,40692,53607,48017,2024,3
11290660,길음1동,169384,211884,200730,124099,127283,125399,2024,3
11290685,길음2동,165697,95367,115458,123405,109917,108686,2024,3
11290705,종암동,116833,117490,121703,58714,62340,62028,2024,3
11290715,월곡1동,126996,122829,120592,56225,63240,119105,2024,3
11290725,월곡2동,115762,111694,120245,54065,58385,52106,2024,3
11290760,장위1동,107113,97881,75863,88867,59766,77833,2024,3
11290770,장위2동,163785,143913,108627,122454,153530,173229,2024,3
11290780,장위3동,145294,143239,213145,89918,83288,99733,2024,3
11290810,석관동,114587,105733,90705,55396,72542,77564,2024,3
11305,강북구,106587,107986,108238,69982,73940,86481,2024,3
11305534,삼양동,90813,87457,88030,77406,76207,98087,2024,3
11305535,미아동,121402,105278,115125,98711,78011,68484,2024,3
11305545,송중동,124226,121859,120075,91634,105280,134138,2024,3
11305555,송천동,74419,83342,91162,40116,38228,40485,2024,3
11305575,삼각산동,134715,155093,155006,97627,110662,154745,2024,3
11305595,번1동,101032,112674,103957,67766,75197,68951,2024,3
11305603,번2동,83541,92016,99725,39592,36425,42396,2024,3
11305608,번3동,157072,149724,106474,70251,44217,48034,2024,3
11305615,수유1동,95637,120527,130792,83568,61363,58072,2024,3
11305625,수유2동,87014,80153,83788,37218,40504,41225,2024,3
11305635,수유3동,131480,126299,123149,67417,77773,92147,2024,3
11305645,우이동,93735,89414,89169,50354,97541,145299,2024,3
11305660,인수동,69803,72844,77470,52842,53801,57971,2024,3
11320,도봉구,136699,121776,114592,108046,89610,82080,2024,3
11320511,창1동,152685,139297,129472,86552,73792,74117,2024,3
