행정구역,2023_3Q_전체,2023_3Q_1층,2023_3Q_1층외,2023_4Q_전체,2023_4Q_1층,2023_4Q_1층외,2024_1Q_전체,2024_1Q_1층,2024_1Q_1층외
목5동,173137.0,229422.0,116852.0,163044.0,222427.0,103661.0,164114.0,227319.0,100908.0
신월1동,79360.0,100294.0,58426.0,91394.0,114592.0,68196.0,91553.0,117774.0,65333.0
신월2동,99441.0,92067.0,106816.0,100624.0,85134.0,116115.0,98608.0,83966.0,113249.0
신월3동,147729.0,98502.0,196956.0,122282.0,84552.0,160013.0,109293.0,71297.0,147289.0
신월4동,124359.0,150468.0,98249.0,124096.0,142646.0,105545.0,113260.0,118885.0,107636.0
신월5동,76519.0,104835.0,48203.0,89506.0,101003.0,78008.0,87303.0,102645.0,71961.0
신월6동,116106.0,149855.0,82357.0,121378.0,154366.0,88390.0,107950.0,123434.0,92467.0
신월7동,105669.0,102962.0,108376.0,92847.0,96721.0,88972.0,95533.0,104745.0,86321.0
신정1동,101267.0,141425.0,61109.0,99746.0,138717.0,60775.0,103820.0,144108.0,63532.0
신정2동,86019.0,117274.0,54763.0,102747.0,110947.0,94546.0,102477.0,111078.0,93875.0
신정3동,107363.0,158950.0,55776.0,104109.0,149189.0,59028.0,108440.0,133744.0,83137.0
신정4동,128646.0,130438.0,126854.0,129824.0,138414.0,121234.0,122335.0,132205.0,112464.0
신정6동,126232.0,165442.0,87022.0,123716.0,161629.0,85803.0,125208.0,165749.0,84668.0
신정7동,128048.0,198381.0,57714.0,122604.0,168714.0,76494.0,97579.0,105986.0,89171.0
강서구,123036.0,145160.0,100912.0,125771.0,147752.0,103790.0,127024.0,150478.0,103571.0
염창동,109225.0,140910.0,77540.0,108877.0,138139.0,79615.0,106727.0,142907.0,70548.0
등촌1동,114290.0,128183.0,100397.0,118178.0,140633.0,95724.0,126198.0,143431.0,108966.0
등촌2동,119867.0,127756.0,111979.0,135400.0,153695.0,117105.0,114718.0,134604.0,94833.0
등촌3동,112812.0,147229.0,78396.0,113756.0,145595.0,81917.0,119286.0,155036.0,83536.0
화곡1동,126157.0,133484.0,118831.0,119316.0,122950.0,115682.0,114767.0,135433.0,94102.0
화곡2동,140686.0,125098.0,156273.0,137081.0,121392.0,152770.0,142278.0,123727.0,160830.0
화곡3동,113536.0,120091.0,106981.0,109057.0,114915.0,103199.0,104007.0,132026.0,75988.0
화곡4동,79573.0,109491.0,49655.0,82401.0,111912.0,52890.0,90763.0,121589.0,59936.0
화곡본동,100160.0,107590.0,92731.0,116155.0,137349.0,94961.0,115980.0,131268.0,100691.0
화곡6동,117116.0,161329.0,72903.0,114622.0,144832.0,84412.0,123996.0,164111.0,83881.0
화곡8동,96266.0,128205.0,64326.0,95434.0,125708.0,65161.0,118460.0,126941.0,109978.0
가양1동,171279.0,224104.0,118455.0,169823.0,221027.0,118619.0,170973.0,225077.0,116869.0
가양2동,98146.0,,98146.0,102461.0,,102461.0,100964.0,,100964.0
가양3동,124658.0,,124658.0,102617.0,,102617.0,108802.0,,108802.0
발산1동,128911.0,156698.0,101124.0,137108.0,168628.0,105587.0,138627.0,169556.0,107699.0
우장산동,86822.0,113669.0,59976.0,90207.0,111653.0,68761.0,98633.0,101441.0,95825.0
